sign_id,unicode_codepoint,codepoint_decimal,unicode_char,unicode_name,unicode_block,auto_label,png_path,has_manual_annotation,gardiner_code,zh_name,en_name,phonetic_value,meaning_zh,meaning_en,related_terms,text_search_terms,category,annotation_source,processed_png_path,relief_variant,relief_png_path,relief_generation_method,view_name,clip_score,clip_recall_rank,binary_hog_score,edge_hog_score,hu_score,structure_score,clip_norm,binary_hog_norm,edge_hog_norm,hu_norm,structure_norm,final_rerank_score,final_rank,confidence_level
U_13094,U+13094,77972,𓂔,EGYPTIAN HIEROGLYPH D029,Egyptian Hieroglyphs,D029,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13094.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13094_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13094_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8116403818130493,58,0.47523513,0.3799156,0.03945699071103097,0.039899300783872604,0.21174331,0.41554272,0.39134064,0.06900531,0.13153894,0.22526895,60,低
U_13245,U+13245,78405,𓉅,EGYPTIAN HIEROGLYPH NU014,Egyptian Hieroglyphs,NU014,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13245.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13245_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13245_relief_light_left.png,synthetic_stone_relief_v1,query_relief_style,0.8088058233261108,68,0.61546534,0.5094491,0.03968188859174346,0.043929342180490494,0.15125103,0.77490485,0.8627851,0.06996998,0.46294537,0.22092707,61,低
U_13154,U+13154,78164,𓅔,EGYPTIAN HIEROGLYPH G018,Egyptian Hieroglyphs,G018,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13154.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13154_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13154_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8095460534095764,66,0.57914495,0.47988352,0.028449940958002323,0.04174753651022911,0.16704828,0.68182814,0.75517946,0.02179247,0.28352675,0.2194322,62,低
U_132CF,U+132CF,78543,𓋏,EGYPTIAN HIEROGLYPH R028,Egyptian Hieroglyphs,R028,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132CF.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132CF_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132CF_relief_soft_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.8116294145584106,59,0.4536512,0.36056632,0.0392124461666237,0.04003329575061798,0.21150926,0.36023045,0.32091787,0.06795639,0.14255789,0.21912324,63,低
U_13424,U+13424,78884,𓐤,EGYPTIAN HIEROGLYPH AA022,Egyptian Hieroglyphs,AA022,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13424.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13424_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13424_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8110882639884949,62,0.4631263,0.40607035,0.03939858425953413,0.03972093015909195,0.19996057,0.38451192,0.48653233,0.06875479,0.11687081,0.21689856,64,低
U_1306E,U+1306E,77934,𓁮,EGYPTIAN HIEROGLYPH C017,Egyptian Hieroglyphs,C017,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1306E.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1306E_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1306E_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8101980686187744,65,0.5178182,0.42256546,0.03951439667419714,0.039718370884656906,0.18096292,0.52466863,0.5465672,0.069251545,0.11666036,0.21157205,65,低
U_13124,U+13124,78116,𓄤,EGYPTIAN HIEROGLYPH F035,Egyptian Hieroglyphs,F035,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13124.png,True,F35,心与气管,heart and windpipe,,心与气管,heart and windpipe,"heart,nfr,good,beautiful","heart,nfr,good,beautiful",,manual_seed_from_existing_library,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13124_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13124_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8128104209899902,54,0.3487537,0.28325242,0.038922169364529746,0.03856956958770752,0.2367131,0.09141396,0.039529677,0.066711284,0.022189831,0.2107173,66,低
U_13061,U+13061,77921,𓁡,EGYPTIAN HIEROGLYPH C005,Egyptian Hieroglyphs,C005,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13061.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13061_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13061_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8086180090904236,69,0.60232216,0.4962775,0.02835160456882673,0.03872605040669441,0.14724289,0.7412234,0.8148463,0.021370672,0.035057876,0.203566,67,低
U_13156,U+13156,78166,𓅖,EGYPTIAN HIEROGLYPH G020,Egyptian Hieroglyphs,G020,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13156.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13156_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13156_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8083654642105103,70,0.5547986,0.48622197,0.03967159551410751,0.04079781100153923,0.14185333,0.61943674,0.77824855,0.06992583,0.20542704,0.1950778,68,低
U_1314B,U+1314B,78155,𓅋,EGYPTIAN HIEROGLYPH G010,Egyptian Hieroglyphs,G010,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1314B.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1314B_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1314B_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8071461915969849,76,0.6079531,0.45555183,0.03980669576367879,0.050460152328014374,0.11583286,0.7556535,0.66662294,0.07050532,1.0,0.19257721,69,低
U_1324A,U+1324A,78410,𓉊,EGYPTIAN HIEROGLYPH NU018A,Egyptian Hieroglyphs,NU018A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1324A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1324A_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1324A_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8078168630599976,75,0.564589,0.4647308,0.023410558755345534,0.04629819467663765,0.13014564,0.64452624,0.70003027,0.00017690343,0.6577456,0.1904568,70,低
U_13060,U+13060,77920,𓁠,EGYPTIAN HIEROGLYPH C004,Egyptian Hieroglyphs,C004,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13060.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13060_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13060_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8083252906799316,73,0.56106776,0.4628567,0.028334196317349278,0.03839356079697609,0.140996,0.63550246,0.6932094,0.021296002,0.0077159246,0.18649833,71,低
U_13224,U+13224,78372,𓈤,EGYPTIAN HIEROGLYPH NL005,Egyptian Hieroglyphs,NL005,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13224.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13224_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13224_relief_soft_shadow.png,synthetic_stone_relief_v1,binary_mask,0.8061048984527588,80,0.6730509,0.51907754,0.028559859473009718,0.044906217604875565,0.09361064,0.92247695,0.8978282,0.022263946,0.54327774,0.18236426,72,低
U_1324D,U+1324D,78413,𓉍,EGYPTIAN HIEROGLYPH NU021,Egyptian Hieroglyphs,NU021,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1324D.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1324D_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1324D_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8062998056411743,78,0.6048033,0.5015717,0.028491149454801384,0.043459780514240265,0.09777015,0.7475818,0.83411485,0.021969222,0.42433143,0.17046984,73,低
U_13428,U+13428,78888,𓐨,EGYPTIAN HIEROGLYPH AA026,Egyptian Hieroglyphs,AA026,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13428.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13428_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13428_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8102220892906189,64,0.34550223,0.31754863,0.03882107413831298,0.03829973191022873,0.18147555,0.083081566,0.16435264,0.06627767,0.0,0.16780157,74,低
U_1336C,U+1336C,78700,𓍬,EGYPTIAN HIEROGLYPH V002,Egyptian Hieroglyphs,V002,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1336C.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1336C_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1336C_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8083471059799194,71,0.47561026,0.39654326,0.039647457811119224,0.03835410252213478,0.14146155,0.41650403,0.45185798,0.06982229,0.004471113,0.16549097,75,低
U_13037,U+13037,77879,𓀷,EGYPTIAN HIEROGLYPH A046,Egyptian Hieroglyphs,A046,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13037.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13037_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13037_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8056039214134216,83,0.5675683,0.46499208,0.19686404462393592,0.04025941342115402,0.08291929,0.6521611,0.7009812,0.7441758,0.16115245,0.16319863,76,低
U_1323A,U+1323A,78394,𓈺,EGYPTIAN HIEROGLYPH NU005,Egyptian Hieroglyphs,NU005,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1323A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1323A_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1323A_relief_light_left.png,synthetic_stone_relief_v1,query_relief_style,0.8049417734146118,87,0.62651026,0.4892798,0.028507955074502246,0.04751897230744362,0.0687884,0.80320925,0.78937775,0.02204131,0.758135,0.15406175,77,低
U_13323,U+13323,78627,𓌣,EGYPTIAN HIEROGLYPH T023,Egyptian Hieroglyphs,T023,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13323.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13323_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13323_relief_soft_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.808906078338623,67,0.3898449,0.3235275,0.028532206971040815,0.040013477206230164,0.15339057,0.19671668,0.18611301,0.022145335,0.14092813,0.15311243,78,低
U_132A5,U+132A5,78501,𓊥,EGYPTIAN HIEROGLYPH P009,Egyptian Hieroglyphs,P009,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132A5.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132A5_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132A5_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8081091642379761,74,0.45368886,0.3519399,0.03963318259261722,0.03851966932415962,0.13638364,0.36032698,0.28952152,0.06976105,0.018086333,0.15158112,79,低
U_1337A,U+1337A,78714,𓍺,EGYPTIAN HIEROGLYPH V011B,Egyptian Hieroglyphs,V011B,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1337A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1337A_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1337A_relief_soft_shadow.png,synthetic_stone_relief_v1,binary_mask,0.8083397150039673,72,0.38129708,0.37019345,0.02891451723415069,0.04022231325507164,0.14130382,0.17481156,0.35595638,0.023785185,0.15810156,0.14871079,80,低
U_13004,U+13004,77828,𓀄,EGYPTIAN HIEROGLYPH A005,Egyptian Hieroglyphs,A005,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13004.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13004_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13004_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.805173397064209,84,0.55539256,0.4907505,0.02844662883988153,0.039897527545690536,0.073731475,0.62095886,0.79473037,0.021778265,0.13139312,0.1349997,81,低
U_13033,U+13033,77875,𓀳,EGYPTIAN HIEROGLYPH A043A,Egyptian Hieroglyphs,A043A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13033.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13033_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13033_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8051558136940002,85,0.55401427,0.46028054,0.03952250578351914,0.039723169058561325,0.073356226,0.61742675,0.6838333,0.06928633,0.11705493,0.13117142,82,低
U_132D8,U+132D8,78552,𓋘,EGYPTIAN HIEROGLYPH S006A,Egyptian Hieroglyphs,S006A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132D8.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132D8_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132D8_relief_soft_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.8060619831085205,81,0.47388917,0.39673105,0.02837110115351492,0.040637336671352386,0.09269478,0.4120935,0.4525414,0.021454299,0.19223058,0.12610607,83,低
U_1305A,U+1305A,77914,𓁚,EGYPTIAN HIEROGLYPH C001,Egyptian Hieroglyphs,C001,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1305A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1305A_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1305A_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8051126003265381,86,0.5127922,0.41817704,0.03927215032987792,0.039027366787195206,0.072434016,0.5117887,0.5305953,0.06821248,0.059836324,0.116743155,84,低
U_13053,U+13053,77907,𓁓,EGYPTIAN HIEROGLYPH B004,Egyptian Hieroglyphs,B004,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13053.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13053_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13053_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8048257827758789,88,0.50116503,0.4264902,0.028513620960208944,0.041376449167728424,0.06631304,0.4819922,0.56085145,0.022065615,0.25301075,0.11344186,85,低
U_1329B,U+1329B,78491,𓊛,EGYPTIAN HIEROGLYPH P001,Egyptian Hieroglyphs,P001,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1329B.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1329B_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1329B_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8065666556358337,77,0.39137068,0.31180143,0.03919335680948158,0.040409788489341736,0.10346499,0.20062676,0.1434354,0.06787451,0.17351839,0.11122687,86,低
U_1330F,U+1330F,78607,𓌏,EGYPTIAN HIEROGLYPH T007A,Egyptian Hieroglyphs,T007A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1330F.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1330F_processed.png,relief_strong_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1330F_relief_strong_shadow.png,synthetic_stone_relief_v1,binary_mask,0.8059923648834229,82,0.37549204,0.3528514,0.03835722414027529,0.03833135962486267,0.091209054,0.1599352,0.292839,0.06428806,0.0026008734,0.10081802,87,低
U_132B9,U+132B9,78521,𓊹,EGYPTIAN HIEROGLYPH R008,Egyptian Hieroglyphs,R008,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132B9.png,True,R8,神旗,god standard,,神旗,god standard,"god,deity,divine,standard,temple","god,deity,divine,standard,temple",,manual_seed_from_existing_library,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132B9_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132B9_relief_soft_shadow.png,synthetic_stone_relief_v1,binary_mask,0.8062721490859985,79,0.35285246,0.3324446,0.03851046514451636,0.03833605721592903,0.09717993,0.101917714,0.21856737,0.064945355,0.0029871752,0.09946881,88,低
U_130E7,U+130E7,78055,𓃧,EGYPTIAN HIEROGLYPH E018,Egyptian Hieroglyphs,E018,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_130E7.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_130E7_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_130E7_relief_soft_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.8042706251144409,89,0.47421467,0.40197307,0.03942121374321455,0.041178666055202484,0.05446543,0.41292763,0.47162005,0.06885185,0.23674627,0.09673656,89,低
U_13249,U+13249,78409,𓉉,EGYPTIAN HIEROGLYPH NU018,Egyptian Hieroglyphs,NU018,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13249.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13249_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13249_relief_light_left.png,synthetic_stone_relief_v1,query_relief_style,0.8024064302444458,95,0.570937,0.48616952,0.023435223437891152,0.045823562890291214,0.014681676,0.6607939,0.7780577,0.00028270035,0.6187147,0.095632136,90,低
